,spam,to_multiple,from,cc,sent_email,image,attach,dollar,winner,inherit,password,num_char,line_breaks,format,re_subj,exclaim_subj,urgent_subj,exclaim_mess,number
1882,0,yes,yes,yes,no,no,no,no,no,no,no,829,31,Plain,yes,no,no,0,small
1883,0,no,yes,no,no,no,no,no,no,no,no,1063,23,HTML,no,no,no,0,none
1884,0,yes,yes,no,no,no,no,no,no,no,no,13224,174,Plain,no,yes,no,0,big
1885,0,no,yes,yes,yes,no,no,no,no,no,no,138,51,Plain,yes,no,no,1,small
1886,0,no,yes,no,yes,no,no,no,no,no,no,1195,25,HTML,no,no,no,0,none
1887,0,no,yes,no,no,no,no,no,no,no,no,2734,84,HTML,no,no,no,1,small
1888,0,no,yes,no,yes,yes,yes,no,no,no,no,601,16,HTML,no,no,no,0,small
1889,0,yes,yes,no,no,yes,yes,yes,no,no,no,11289,153,Plain,no,no,no,0,small
1890,0,no,yes,no,no,no,no,yes,no,no,no,8678,149,HTML,no,yes,no,12,small
1891,0,no,yes,no,no,no,no,no,no,no,no,25739,646,HTML,no,no,no,1,small
1892,0,no,yes,no,no,no,no,no,no,no,no,17318,311,HTML,no,no,no,1,small
1893,0,no,yes,no,no,no,no,no,no,no,no,26316,656,HTML,no,no,no,1,small
1894,0,no,yes,no,yes,no,no,no,no,no,no,266,11,Plain,no,no,no,4,none
1895,0,no,yes,no,no,no,no,no,no,no,no,34408,807,HTML,no,no,no,1,small
1896,0,no,yes,no,yes,no,no,no,no,no,no,76,6,Plain,yes,no,no,2,none
1897,0,no,yes,no,no,no,no,no,no,no,no,456,70,Plain,no,no,no,1,none
1898,0,no,yes,no,no,no,no,yes,no,no,no,7501,145,HTML,no,yes,no,9,small
1899,0,no,yes,no,yes,no,no,no,no,no,no,9491,233,HTML,yes,no,no,18,small
1900,0,no,yes,yes,yes,no,no,no,no,no,no,331,16,Plain,yes,no,no,1,small
1901,0,no,yes,no,yes,no,no,no,no,no,no,3096,42,HTML,yes,no,no,2,small
1902,0,no,yes,no,yes,no,no,no,no,no,no,1643,48,HTML,yes,no,no,0,small
1903,0,no,yes,no,yes,no,no,no,no,no,no,3451,91,HTML,yes,no,no,0,small
1904,0,yes,yes,no,no,no,yes,no,no,no,no,1447,55,Plain,no,no,no,0,small
1905,0,no,yes,no,yes,no,no,no,no,no,no,2977,81,HTML,yes,no,no,0,small
1906,0,no,yes,no,yes,no,no,no,no,no,no,4316,127,HTML,yes,no,no,0,small
1907,0,yes,yes,no,yes,no,yes,no,no,no,no,1446,40,HTML,no,no,no,0,small
1908,0,no,yes,no,no,no,no,no,no,no,no,10761,299,HTML,no,yes,no,0,small
1909,0,no,yes,no,no,no,no,no,no,no,no,25189,636,HTML,no,no,no,3,small
1910,0,no,yes,no,no,no,no,no,no,no,no,3967,100,HTML,no,no,no,0,small
1911,0,no,yes,no,no,no,no,no,no,no,no,26877,667,HTML,no,no,no,4,small
1912,0,no,yes,yes,no,no,no,no,no,no,no,349,13,Plain,no,no,no,0,small
1913,0,no,yes,no,no,no,no,yes,no,no,no,19838,195,HTML,no,no,no,18,small
1914,0,no,yes,no,no,no,no,no,no,no,no,24957,632,HTML,no,no,no,1,small
1915,0,no,yes,no,no,no,no,no,no,no,no,24542,624,HTML,no,no,no,2,small
1916,0,no,yes,no,no,no,no,no,no,no,no,252,636,HTML,no,no,no,2,small
1917,0,no,yes,no,no,no,no,no,no,no,no,10486,234,HTML,no,no,no,2,big
1918,0,no,yes,no,yes,no,no,no,no,no,no,1028,22,HTML,no,no,no,0,none
1919,0,no,yes,no,no,no,no,no,no,no,no,2663,663,HTML,no,no,no,2,small
1920,0,no,yes,no,no,no,no,no,no,no,yes,25209,725,HTML,no,no,no,2,small
1921,0,no,yes,no,no,no,no,no,no,no,no,24656,822,HTML,no,no,no,18,big
1922,0,no,yes,no,no,no,no,yes,no,yes,no,14096,312,HTML,no,no,no,8,small
1923,0,yes,yes,no,no,no,no,no,no,no,no,10091,136,Plain,no,no,no,0,small
1924,0,no,yes,yes,yes,yes,yes,no,no,no,no,4312,124,HTML,yes,no,no,10,small
1925,0,no,yes,no,no,no,no,no,no,no,no,9861,179,HTML,no,no,no,0,big
1926,0,no,yes,no,no,no,no,yes,no,no,no,20966,498,HTML,no,yes,no,10,small
1927,0,no,yes,no,no,no,no,no,no,no,no,32008,499,HTML,no,no,no,16,small
1928,0,yes,yes,yes,yes,no,yes,no,no,no,no,15472,302,HTML,no,yes,no,6,big
1929,0,no,yes,no,no,no,no,no,no,no,no,14043,255,HTML,no,no,no,2,small
1930,0,no,yes,no,no,no,no,no,no,no,no,2529,79,HTML,no,no,no,1,small
1931,0,no,yes,no,yes,no,no,no,no,no,no,4197,98,HTML,yes,no,no,4,small
1932,0,no,yes,no,yes,no,no,no,no,no,no,2014,50,HTML,yes,no,no,0,small
1933,0,no,yes,no,yes,no,no,no,no,no,no,6071,157,HTML,yes,no,no,4,small
1934,0,yes,yes,no,no,no,yes,no,no,no,no,1307,35,Plain,no,no,no,0,small
1935,0,no,yes,yes,no,no,no,no,no,no,no,10081,214,HTML,yes,no,no,0,big
1936,0,no,yes,no,yes,no,no,no,no,no,no,8006,214,HTML,yes,no,no,4,big
1937,0,no,yes,no,yes,no,no,no,no,no,no,2784,71,HTML,yes,no,no,0,small
1938,0,no,yes,no,yes,no,no,no,no,no,no,732,20,HTML,no,yes,no,0,none
1939,0,no,yes,yes,no,no,no,yes,no,no,no,7278,201,HTML,yes,no,no,0,small
1940,0,no,yes,no,yes,no,no,no,no,no,no,13622,311,HTML,yes,no,no,18,small
1941,0,no,yes,no,no,no,no,yes,no,no,no,23601,408,HTML,no,no,no,31,small
1942,0,no,yes,no,no,no,no,no,no,no,no,2454,624,HTML,no,no,no,1,small
1943,0,no,yes,no,no,no,no,no,no,no,no,3778,98,HTML,no,no,no,0,small
1944,0,no,yes,yes,yes,no,no,yes,no,no,no,9049,254,HTML,yes,no,no,2,big
1945,0,no,yes,no,no,no,no,no,no,no,no,5569,95,HTML,no,no,no,9,small
1946,0,yes,yes,no,no,no,no,no,no,no,no,232,12,Plain,no,no,no,0,none
1947,0,no,yes,no,no,no,no,no,no,no,no,34,12,Plain,no,no,no,0,small
1948,0,no,yes,no,no,no,yes,no,no,no,no,1229,139,HTML,no,no,no,0,small
1949,0,no,yes,no,yes,no,no,no,no,no,no,6,3,Plain,no,no,no,0,none
1950,0,no,yes,no,no,yes,yes,no,no,no,no,19343,446,HTML,no,no,no,29,small
1951,0,no,yes,no,no,no,no,no,no,no,no,435,62,HTML,no,no,no,2,small
1952,0,no,yes,no,no,no,no,no,no,no,no,1485,36,HTML,no,no,no,2,none
1953,0,no,yes,no,no,yes,yes,no,no,no,no,24846,539,HTML,no,no,no,62,small
1954,0,no,yes,no,no,yes,yes,no,no,no,no,19986,452,HTML,no,no,no,29,small
1955,0,no,yes,no,no,no,no,no,no,no,no,54,3,Plain,no,no,no,0,none
1956,0,no,yes,no,no,yes,yes,no,no,no,no,19997,452,HTML,no,no,no,29,small
1957,0,no,yes,no,yes,no,no,no,no,no,no,1881,26,HTML,yes,no,no,0,small
1958,0,no,yes,no,no,yes,yes,no,no,no,no,24709,541,HTML,no,no,no,62,small
1959,0,no,yes,yes,no,no,no,no,no,no,no,1212,29,Plain,yes,no,no,1,small
1960,0,no,yes,no,yes,no,yes,yes,no,no,no,22227,356,HTML,no,no,no,2,big
1961,0,yes,yes,yes,no,no,no,yes,yes,no,no,2152,41,Plain,yes,no,no,1,small
1962,0,no,yes,no,yes,no,no,no,no,no,no,299,4,HTML,no,no,no,0,none
1963,0,no,yes,yes,no,no,no,yes,no,no,no,7714,138,HTML,yes,no,no,2,small
1964,0,no,yes,no,no,no,no,yes,no,no,no,17778,188,HTML,no,yes,no,16,small
1965,0,yes,yes,no,no,no,no,no,no,no,no,5242,56,Plain,no,no,no,0,small
1966,0,no,yes,yes,no,no,no,yes,no,no,no,10286,296,HTML,yes,no,no,4,big
1967,0,no,yes,no,no,no,no,no,no,no,no,19985,424,HTML,no,no,no,15,big
1968,0,yes,yes,no,no,no,no,no,no,no,no,7015,170,HTML,yes,no,no,3,small
1969,0,no,yes,no,yes,no,no,no,no,no,no,545,13,HTML,yes,no,no,0,small
1970,0,no,yes,no,yes,no,no,no,no,no,no,1732,45,HTML,yes,no,no,0,small
1971,0,no,yes,no,no,no,no,no,no,no,no,7505,168,HTML,no,no,no,0,small
1972,0,no,yes,no,no,no,no,no,no,no,no,24433,621,HTML,no,no,no,1,small
1973,0,no,yes,no,no,no,no,yes,no,yes,no,20623,407,HTML,no,no,no,21,small
1974,0,yes,yes,no,no,no,no,no,no,no,no,11933,165,Plain,no,no,no,0,small
1975,0,no,yes,no,no,no,no,yes,yes,yes,no,8575,199,HTML,no,no,no,5,small
1976,0,no,yes,no,yes,no,no,no,no,no,yes,21,53,HTML,yes,no,no,2,small
1977,0,no,yes,yes,yes,no,no,yes,no,no,no,11743,347,HTML,yes,no,no,4,big
1978,0,no,yes,no,no,no,no,no,no,no,no,25653,645,HTML,no,no,no,1,small
1979,0,no,yes,no,no,no,no,yes,yes,no,no,7661,92,HTML,no,no,no,0,small
1980,0,no,yes,no,no,no,no,yes,no,no,no,8118,136,HTML,no,yes,no,16,big
1981,0,yes,yes,yes,no,no,no,yes,no,no,no,1163,175,HTML,yes,no,no,2,small
1982,0,yes,yes,no,yes,no,yes,no,no,no,no,705,21,HTML,no,no,no,2,none
1983,0,no,yes,no,yes,no,no,no,no,no,no,3859,82,HTML,yes,no,no,6,small
1984,0,no,yes,no,yes,no,no,yes,no,no,no,46305,1345,HTML,no,no,no,38,big
1985,0,no,yes,no,no,no,no,no,no,no,no,1407,32,Plain,yes,no,no,1,small
1986,0,no,yes,no,yes,no,no,no,no,no,no,5324,129,HTML,yes,no,no,6,small
1987,0,no,yes,no,no,no,no,no,no,no,no,2043,50,HTML,no,no,no,2,small
1988,0,yes,yes,no,no,yes,yes,no,no,no,no,3336,439,Plain,no,no,no,1,big
1989,0,yes,yes,no,no,no,no,no,no,no,no,7111,150,HTML,yes,no,no,9,small
1990,0,no,yes,no,no,no,no,no,no,no,no,812,24,Plain,no,no,no,0,none
1991,0,no,yes,no,no,no,no,yes,no,no,no,12388,228,HTML,yes,no,no,12,small
1992,0,no,yes,no,no,no,no,yes,no,no,no,9089,152,HTML,no,no,no,0,small
1993,0,yes,yes,yes,no,no,no,no,no,no,no,13176,184,Plain,yes,no,no,1,small
1994,0,yes,yes,no,no,no,no,no,no,no,no,12974,168,Plain,no,no,no,0,small
1995,0,yes,yes,no,no,no,no,no,no,no,no,999,36,Plain,no,no,no,0,none
1996,0,no,yes,no,no,no,no,yes,no,no,no,26636,661,HTML,no,no,no,1,small
1997,0,no,yes,no,no,no,no,no,no,no,no,2575,53,HTML,no,no,no,0,small
1998,0,no,yes,no,no,no,no,yes,no,no,no,27995,687,HTML,no,no,no,1,small
1999,0,yes,yes,no,no,no,no,no,no,no,no,775,24,Plain,no,no,no,3,none
2000,0,no,yes,no,no,no,no,no,no,no,no,2969,80,HTML,no,no,no,2,small
2001,0,no,yes,no,no,no,no,yes,no,no,no,29379,711,HTML,no,no,no,2,small
2002,0,no,yes,no,no,no,no,no,no,no,no,17339,311,HTML,no,no,no,1,small
2003,0,no,yes,no,no,no,no,yes,no,no,no,13975,166,HTML,no,yes,no,10,small
2004,0,no,yes,no,no,no,no,yes,no,no,no,30652,735,HTML,no,no,no,2,small
2005,0,no,yes,yes,yes,no,no,no,no,no,no,7922,229,HTML,yes,no,no,0,small
2006,0,no,yes,no,yes,no,no,no,no,no,no,3184,77,HTML,yes,no,no,0,small
2007,0,no,yes,yes,yes,no,no,no,no,no,no,3021,73,HTML,yes,no,no,0,small
2008,0,no,yes,yes,yes,no,no,no,no,no,no,2538,61,HTML,yes,no,no,2,small
2009,0,yes,yes,yes,no,no,no,no,no,no,no,2305,537,HTML,yes,no,no,8,small
2010,0,no,yes,no,no,no,no,no,no,no,no,5905,94,HTML,no,no,no,2,small
2011,0,no,yes,no,no,no,no,no,no,no,no,24707,626,HTML,no,no,no,1,small
2012,0,no,yes,no,no,no,no,no,no,no,no,25542,642,HTML,no,no,no,1,small
2013,0,no,yes,no,no,no,no,no,no,no,no,26255,654,HTML,no,no,no,1,small
2014,0,no,yes,no,no,no,no,no,no,no,no,26807,664,HTML,no,no,no,1,small
2015,0,no,yes,no,no,no,no,no,no,no,no,27266,673,HTML,no,no,no,1,small
2016,0,no,yes,no,no,no,no,yes,no,no,no,39245,667,HTML,no,no,no,1,small
2017,0,no,yes,no,no,no,no,no,no,no,no,26158,652,HTML,no,no,no,1,small
2018,0,no,yes,no,no,no,no,no,no,no,no,46703,752,HTML,no,no,no,32,small
2019,0,no,yes,no,no,no,no,no,no,no,no,8664,211,HTML,no,no,no,1,small
2020,0,no,yes,no,no,no,no,no,no,no,no,372,84,HTML,no,no,no,0,small
2021,0,no,yes,no,no,no,no,yes,no,yes,no,11427,249,HTML,no,no,no,9,small
2022,0,no,yes,no,no,no,no,no,no,no,no,9786,196,HTML,no,no,no,31,small
2023,0,no,yes,no,no,no,no,no,no,no,no,25415,639,HTML,no,no,no,1,small
2024,0,no,yes,no,no,no,yes,no,no,no,no,2342,63,HTML,no,no,no,0,small
2025,0,yes,yes,no,no,yes,yes,no,no,no,no,5731,96,Plain,no,no,no,0,big
2026,0,yes,yes,no,no,no,no,no,no,no,no,5528,61,Plain,no,no,no,0,small
2027,0,no,yes,no,no,no,no,yes,no,no,no,16182,553,HTML,no,no,no,3,small
2028,0,yes,yes,no,no,no,no,no,no,no,no,3529,80,HTML,no,no,no,1,small
2029,0,yes,yes,no,no,no,no,no,no,no,no,6988,156,HTML,no,yes,no,7,small
2030,0,no,yes,no,no,no,no,no,no,no,no,24439,621,HTML,no,no,no,1,small
2031,0,no,yes,no,no,no,no,no,no,no,no,4266,78,HTML,no,yes,no,2,small
2032,0,no,yes,no,yes,no,no,no,no,no,no,458,14,HTML,yes,no,no,2,small
2033,0,yes,yes,no,no,no,no,no,no,no,yes,413,19,Plain,no,no,no,0,none
2034,0,no,yes,no,no,no,no,no,no,no,no,25959,648,HTML,no,no,no,1,small
2035,0,no,yes,no,no,no,no,no,no,no,no,25572,643,HTML,no,no,no,1,small
2036,0,no,yes,no,no,no,no,no,no,no,no,25093,635,HTML,no,no,no,1,small
2037,0,no,yes,no,no,no,no,no,no,no,no,3199,26,HTML,no,no,no,1,small
2038,0,yes,yes,yes,yes,no,no,no,no,no,no,18539,524,HTML,yes,no,no,0,small
2039,0,no,yes,no,no,no,no,no,no,no,no,517,20,HTML,no,no,no,2,none
2040,0,no,yes,no,no,no,no,no,no,no,no,25101,635,HTML,no,no,no,1,small
2041,0,yes,yes,no,yes,no,no,no,no,no,no,1132,24,HTML,no,no,no,0,none
2042,0,no,yes,no,no,no,no,yes,no,no,no,517,17,Plain,no,no,no,0,small
2043,0,no,yes,yes,yes,no,no,no,no,no,no,1791,41,HTML,yes,no,no,2,small
2044,0,no,yes,no,yes,no,no,no,no,no,no,2266,68,HTML,yes,no,no,8,small
2045,0,no,yes,no,no,no,no,no,no,no,no,574,17,Plain,yes,no,no,0,none
2046,0,no,yes,no,yes,no,no,no,no,no,no,715,13,Plain,no,no,no,0,big
2047,0,no,yes,no,no,no,no,no,no,no,no,11002,209,HTML,no,no,no,5,small
2048,0,no,yes,no,no,no,no,no,no,no,no,26904,665,HTML,no,no,no,1,small
2049,0,no,yes,no,no,no,no,yes,no,no,no,9585,150,HTML,no,yes,no,14,small
2050,0,no,yes,yes,no,no,no,no,no,no,no,2117,36,HTML,yes,no,no,4,small
2051,0,no,yes,no,yes,no,no,no,no,no,no,239,4,HTML,no,no,no,0,none
2052,0,no,yes,no,no,no,no,no,no,no,no,7011,183,HTML,no,no,no,1,big
2053,0,yes,yes,yes,no,no,no,no,no,no,no,2077,19,Plain,no,no,no,1,small
2054,0,no,yes,no,no,no,no,no,no,no,no,28464,693,HTML,no,no,no,1,small
2055,0,no,yes,no,yes,no,no,no,no,no,no,1763,45,HTML,yes,no,no,0,small
2056,0,no,yes,no,no,no,no,no,no,no,no,6457,134,HTML,no,no,no,1,small
2057,0,no,yes,yes,no,no,no,no,no,no,no,353,19,Plain,no,no,no,0,none
2058,0,no,yes,no,no,no,no,no,no,no,no,25579,642,HTML,no,no,no,1,small
2059,0,yes,yes,no,no,no,no,no,no,no,no,3233,48,Plain,no,yes,no,2,small
2060,0,no,yes,no,no,no,no,yes,no,no,no,16341,357,HTML,no,yes,no,2,small
2061,0,no,yes,no,yes,no,no,no,no,no,no,4777,187,HTML,no,no,no,1,big
2062,0,no,yes,no,no,no,no,no,no,no,no,25385,638,HTML,no,no,no,2,small
2063,0,no,yes,no,no,no,no,yes,yes,no,no,10907,153,HTML,no,yes,no,12,small
2064,0,no,yes,no,no,yes,yes,no,no,no,no,22428,498,HTML,no,no,no,47,small
2065,0,no,yes,no,no,no,no,no,no,no,no,27182,671,HTML,no,no,no,1,small
2066,0,no,yes,no,no,no,no,no,no,no,no,72806,1045,HTML,no,no,no,3,small
2067,0,no,yes,no,yes,no,no,yes,no,no,no,2531,39,Plain,yes,no,no,0,small
2068,0,no,yes,no,no,no,no,yes,no,yes,no,2034,404,HTML,no,no,no,21,small
2069,0,no,yes,no,no,no,no,no,no,no,no,961,196,HTML,no,no,no,31,small
2070,0,yes,yes,no,no,no,no,no,no,no,no,34473,446,Plain,no,no,no,0,small
2071,0,no,yes,no,no,no,no,yes,no,no,no,38726,513,HTML,no,no,no,12,small
2072,0,no,yes,no,no,no,no,yes,no,no,no,9989,299,HTML,no,no,no,1,small
2073,0,no,yes,yes,yes,no,no,no,no,no,no,595,168,HTML,no,no,no,5,big
2074,0,yes,yes,yes,no,no,no,no,no,no,no,1019,31,Plain,yes,no,no,0,small
2075,0,no,yes,no,yes,no,no,no,no,no,no,654,18,HTML,no,no,no,2,none
2076,0,no,yes,no,yes,no,no,no,no,no,no,266,4,HTML,no,no,no,0,none
2077,0,no,yes,no,yes,no,no,no,no,no,yes,1081,295,HTML,no,no,no,9,big
2078,0,no,yes,no,no,no,no,no,no,no,no,7116,121,HTML,no,no,no,1,small
2079,0,yes,yes,no,yes,no,no,no,no,no,no,781,22,HTML,no,no,no,6,small
2080,0,yes,yes,no,no,no,no,no,no,no,no,7183,254,HTML,yes,no,no,17,big
2081,0,no,yes,no,yes,no,no,no,no,no,yes,11355,314,HTML,no,no,no,9,big
2082,0,yes,yes,no,no,yes,yes,no,yes,no,no,18315,417,HTML,no,yes,no,35,big
2083,0,no,yes,no,yes,no,no,no,no,no,no,2026,62,HTML,yes,no,no,6,small
2084,0,yes,yes,no,yes,no,no,no,no,no,no,5967,247,HTML,yes,no,no,12,big
2085,0,no,yes,no,no,no,no,no,no,no,no,1102,27,HTML,no,no,no,0,none
2086,0,no,yes,no,no,no,no,no,no,no,no,24482,623,HTML,no,no,no,1,small
2087,0,no,yes,no,no,no,no,yes,no,no,no,10144,148,HTML,no,yes,no,18,small
2088,0,no,yes,yes,yes,no,no,no,no,no,no,10159,258,HTML,yes,no,no,5,small
2089,0,no,yes,no,no,no,no,no,no,no,no,24761,627,HTML,no,no,no,1,small
2090,0,no,yes,no,no,no,no,no,no,no,no,25907,650,HTML,no,no,no,1,small
2091,0,no,yes,no,no,no,no,no,no,no,no,2569,644,HTML,no,no,no,1,small
2092,0,yes,yes,no,yes,no,no,no,no,no,no,3592,91,HTML,yes,no,no,10,small
2093,0,no,yes,no,no,no,no,no,no,no,no,95308,2355,HTML,no,no,no,915,small
2094,0,no,yes,no,no,no,no,no,no,no,no,7538,137,HTML,no,no,no,5,small
2095,0,no,yes,no,no,no,no,no,no,no,no,25354,638,HTML,no,no,no,1,small
2096,0,yes,yes,no,no,no,yes,no,no,no,no,1034,41,Plain,no,no,no,0,small
2097,0,yes,yes,no,no,no,no,no,no,no,no,6912,155,HTML,no,no,no,5,small
2098,0,yes,yes,no,yes,no,no,no,no,no,no,9548,394,HTML,yes,no,no,18,big
2099,0,no,yes,no,no,no,no,no,no,no,no,24644,626,HTML,no,no,no,1,small
2100,0,no,yes,no,no,no,no,no,no,no,no,25731,642,HTML,no,no,no,1,small
2101,0,no,yes,no,no,no,no,yes,no,no,no,66956,1235,HTML,no,no,no,1,small
2102,0,no,yes,no,yes,no,yes,no,no,no,no,4,2,Plain,no,no,no,0,none
2103,0,no,yes,yes,yes,no,no,no,no,no,no,1138,58,Plain,yes,no,no,9,small
2104,0,yes,yes,no,no,no,no,no,no,no,no,1033,26,Plain,no,no,no,0,none
2105,0,no,yes,no,no,no,no,no,no,no,no,3708,75,HTML,no,no,no,1,small
2106,0,no,yes,no,no,no,no,no,no,no,no,9383,176,HTML,no,no,no,3,small
2107,0,no,yes,no,no,no,no,no,no,no,no,2432,55,HTML,no,no,no,6,none
2108,0,no,yes,no,no,no,no,yes,no,no,no,592,17,Plain,no,no,no,0,small
2109,0,no,yes,no,no,no,no,yes,no,yes,no,8651,198,HTML,no,no,no,5,small
2110,0,no,yes,no,no,no,no,no,no,no,yes,1422,36,HTML,no,yes,no,1,none
2111,0,no,yes,no,no,no,no,no,no,no,no,9929,200,HTML,no,no,no,32,small
2112,0,no,yes,no,no,no,no,no,no,no,no,27884,682,HTML,no,no,no,1,small
2113,0,no,yes,no,no,no,no,no,no,no,no,7521,126,HTML,no,no,no,1,small
2114,0,no,yes,no,yes,no,no,yes,no,no,no,28441,907,HTML,no,no,no,8,big
2115,0,no,yes,no,no,no,no,no,no,no,no,26586,662,HTML,no,no,no,1,small
2116,0,yes,yes,yes,yes,yes,yes,no,no,no,no,6428,206,HTML,no,no,no,10,small
2117,0,no,yes,no,no,no,no,no,no,no,no,27723,682,HTML,no,no,no,1,small
2118,0,no,yes,no,no,no,no,no,no,no,no,29643,715,HTML,no,no,no,2,small
2119,0,no,yes,no,no,no,no,no,no,no,no,31042,740,HTML,no,no,no,2,small
2120,0,yes,yes,no,no,no,no,no,no,no,no,10786,231,HTML,yes,no,no,7,small
2121,0,no,yes,no,no,no,no,no,no,no,yes,1999,42,Plain,no,no,no,1,small
2122,0,no,yes,no,no,no,no,yes,no,yes,no,17796,356,HTML,no,no,no,17,small
2123,0,no,yes,no,no,no,no,no,no,no,no,9603,196,HTML,no,no,no,31,small
2124,0,no,yes,no,no,no,no,no,no,no,no,2546,513,HTML,no,no,no,0,small
2125,0,no,yes,no,no,no,no,yes,no,no,no,8691,304,HTML,no,no,no,2,small
2126,0,yes,yes,yes,yes,no,no,no,no,no,no,10747,264,HTML,yes,no,no,4,small
2127,0,no,yes,no,yes,no,no,no,no,no,no,12862,326,HTML,yes,no,no,2,small
2128,0,no,yes,no,yes,no,yes,no,no,no,no,5778,146,HTML,no,no,no,0,small
2129,0,no,yes,no,yes,no,no,yes,no,no,no,812,208,HTML,yes,no,no,10,small
2130,0,no,yes,no,yes,no,no,yes,no,no,no,2317,53,HTML,yes,no,no,0,small
2131,0,yes,yes,no,no,no,no,no,no,no,no,10383,137,Plain,no,no,no,0,small
2132,0,no,yes,yes,yes,no,yes,no,no,no,no,12531,300,HTML,yes,no,no,4,big
2133,0,no,yes,no,no,no,no,yes,no,no,no,9246,146,HTML,no,yes,no,8,small
2134,0,no,yes,no,no,no,no,no,no,no,no,72,17,Plain,no,no,no,2,small
2135,0,yes,yes,no,no,no,no,no,no,no,no,623,25,Plain,no,no,no,0,none
2136,0,no,yes,no,no,no,no,no,no,no,no,24518,625,HTML,no,no,no,1,small
2137,0,no,yes,no,no,no,no,no,no,no,no,24751,630,HTML,no,no,no,2,small
2138,0,no,yes,no,no,no,no,no,no,no,no,3856,81,HTML,no,no,no,0,small
2139,0,no,yes,no,no,no,no,no,no,no,no,17429,320,HTML,no,no,no,4,big
2140,0,no,yes,no,no,no,no,yes,no,yes,no,17383,353,HTML,no,no,no,17,small
2141,0,no,yes,no,no,no,no,no,no,no,no,25131,634,HTML,no,no,no,1,small
2142,0,no,yes,no,yes,no,no,no,no,no,no,2855,63,HTML,yes,no,no,0,small
2143,0,no,yes,no,yes,no,no,no,no,no,no,13,26,HTML,no,no,no,0,none
2144,0,no,yes,yes,yes,no,no,no,no,no,no,13629,341,HTML,yes,no,no,6,small
2145,0,no,yes,no,no,no,no,no,no,no,no,7284,135,HTML,no,no,no,0,big
2146,0,no,yes,no,no,no,no,no,no,no,no,24681,626,HTML,no,no,no,1,small
2147,0,no,yes,yes,no,no,no,no,no,no,no,2883,93,Plain,yes,no,no,0,small
2148,0,no,yes,yes,yes,no,no,no,no,no,no,15588,390,HTML,yes,no,no,6,big
2149,0,no,yes,no,no,no,no,no,no,no,no,26175,656,HTML,no,no,no,1,small
2150,0,no,yes,no,no,no,no,yes,no,no,no,24904,632,HTML,no,no,no,1,small
2151,0,no,yes,no,no,no,no,yes,no,no,no,26687,663,HTML,no,no,no,1,small
2152,0,no,yes,yes,no,no,no,no,no,no,no,14526,316,HTML,yes,no,no,0,big
2153,0,no,yes,yes,no,no,no,no,no,no,no,6282,227,Plain,yes,no,no,0,small
2154,0,yes,yes,no,no,no,no,no,no,no,no,5242,56,Plain,no,no,no,0,small
2155,0,no,yes,yes,no,no,no,no,no,no,no,4001,132,Plain,yes,no,no,0,small
2156,0,no,yes,no,no,no,no,no,no,no,no,2375,50,Plain,yes,no,no,0,small
2157,0,no,yes,no,no,no,no,yes,yes,no,no,25588,282,HTML,no,yes,no,8,small
2158,0,no,yes,no,no,no,no,no,no,no,no,29098,704,HTML,no,no,no,1,small
2159,0,no,yes,no,no,no,no,no,no,no,no,667,9,HTML,no,no,no,0,none
2160,0,no,yes,no,no,no,no,no,no,no,no,16573,309,HTML,no,no,no,4,small
2161,0,no,yes,yes,no,no,no,no,no,no,no,397,14,Plain,yes,no,no,0,small
2162,0,no,yes,yes,yes,no,no,no,no,no,no,10103,279,HTML,yes,no,no,8,small
2163,0,no,yes,no,no,no,no,no,no,no,no,24503,623,HTML,no,no,no,1,small
2164,0,no,yes,no,no,no,no,no,no,no,no,25894,650,HTML,no,no,no,1,small
2165,0,no,yes,no,no,no,no,no,no,no,no,24889,629,HTML,no,no,no,2,small
2166,0,no,yes,no,no,no,no,no,no,no,no,693,25,HTML,no,no,no,2,small
2167,0,no,yes,no,no,no,no,no,no,no,no,1643,18,HTML,no,no,no,0,none
2168,0,no,yes,no,no,no,no,no,no,no,no,3889,84,HTML,no,no,no,0,small
2169,0,no,yes,no,no,no,no,yes,no,yes,no,17603,356,HTML,no,no,no,17,small
2170,0,yes,yes,no,no,no,no,no,no,no,no,7485,89,Plain,no,no,no,0,small
2171,0,yes,yes,no,yes,no,yes,yes,no,no,no,7721,164,HTML,no,no,no,5,small
2172,0,no,yes,no,yes,no,no,no,no,no,no,16593,435,HTML,no,no,no,10,small
2173,0,no,yes,no,yes,no,no,no,no,no,no,25,61,HTML,yes,no,no,0,small
2174,0,no,yes,no,no,no,no,no,no,no,no,2061,73,HTML,no,no,no,1,small
2175,0,no,yes,no,no,no,no,no,no,no,no,619,129,HTML,no,no,no,1,small
2176,0,yes,yes,no,no,no,no,no,no,no,no,5246,56,Plain,no,no,no,0,small
2177,0,no,yes,no,yes,no,no,no,no,no,no,2928,79,HTML,yes,no,no,4,small
2178,0,yes,yes,no,no,no,no,no,no,no,no,3618,49,Plain,no,no,no,0,none
2179,0,no,yes,no,no,no,no,no,no,no,no,2984,28,HTML,no,no,no,3,small
2180,0,no,yes,no,yes,no,no,no,no,no,no,1191,312,HTML,no,no,no,9,big
2181,0,no,yes,no,no,no,no,no,no,no,no,2458,626,HTML,no,no,no,1,small
2182,0,yes,yes,no,no,yes,yes,no,no,no,no,1888,35,Plain,no,no,no,0,none
